tmID,year,rank,franchID,confID,player_awards,net_rating,off_eff,def_eff,home_win_pct,away_win_pct,reb_dif,conf_win_pct,ast_dif,blk_dif,pf_dif,coach_awards,efg_pct,win_pct,pts_per_poss,ts_pct,eff_x_pace,net_four_factors,pyth_wins
POR,2,7,POR,WE,1,-3.5625,1.1041776837652035,1.132716049382716,0.375,0.3125,-110,0.23809523809523808,-50,-38,-10,0,0.4483785572468564,0.34375,0.9215008388835222,0.48327068713314936,-2.0221943416181904,-0.016061663816216987,0.32312512241852165
POR,3,5,POR,WE,0,-1.0,1.1250640697078422,1.1814323607427055,0.5625,0.4375,-64,0.38095238095238093,6,-19,7,0,0.4700619408121129,0.5,0.9586184295113677,0.4990541843249241,-3.998349440659543,-0.01035956278254102,0.44983826694745704
SAC,1,3,SAC,WE,0,5.21875,1.1756146512794783,1.1345151199165797,0.8125,0.5,87,0.6190476190476191,64,41,-29,0,0.47292069632495165,0.65625,1.0390059599829715,0.5140412461605968,2.9039038282581435,0.00734424860922589,0.7366363710100815
SAC,2,2,SAC,WE,0,4.84375,1.1621073961499493,1.0678981527708438,0.75,0.5,92,0.6190476190476191,62,15,-28,0,0.48325041459369816,0.625,1.010001747030049,0.5107038540998788,6.728292269194985,0.024076544945746625,0.7257417326790078
SAC,3,6,SAC,WE,0,-4.0,1.113624678663239,1.1800411522633745,0.625,0.25,-126,0.38095238095238093,7,-19,42,0,0.46308052121617105,0.4375,0.9450974314293852,0.48514549885321095,-4.757040071725536,-0.015685562790207608,0.31031633067417935
SAC,4,3,SAC,WE,1,2.4411764705882355,1.091124822021832,1.1130085384229031,0.7058823529411765,0.4117647058823529,-29,0.5416666666666666,52,-19,1,0,0.44822208359326265,0.5588235294117647,0.9600518219186136,0.48248854115948353,-1.5382821177444959,-0.0025754732285078186,0.6251527320503156
SAC,5,4,SAC,WE,0,2.088235294117647,1.1158301158301158,1.1971153846153846,0.5882352941176471,0.47058823529411764,38,0.5454545454545454,6,1,-5,0,0.47287076619533047,0.5294117647058824,0.9895525168189687,0.4944904523988775,-5.584470099058332,0.008783645580794364,0.6067958381149652
SAC,6,1,SAC,WE,1,6.9411764705882355,1.1727089627391742,1.1481075150850246,0.8823529411764706,0.5882352941176471,76,0.7727272727272727,64,-24,-39,1,0.4812520378219759,0.7352941176470589,0.9966320768152142,0.5055921224014867,1.6996046143403354,0.021345509006133412,0.8155000084689037
SAC,7,2,SAC,WE,2,3.911764705882353,1.1584474885844749,1.1895101434933202,0.8235294117647058,0.4117647058823529,119,0.5,2,-55,-17,0,0.47700471698113206,0.6176470588235294,1.0010107170093383,0.504165275591803,-2.32021806499922,0.018567099323572145,0.6789671629449321
SAC,8,3,SAC,WE,0,1.3823529411764706,1.1413730803974707,1.1917347429120615,0.7058823529411765,0.4117647058823529,149,0.5454545454545454,-5,-40,-47,0,0.47992916174734357,0.5588235294117647,0.9746340590442338,0.49708867731528833,-3.8499725371765954,0.02115758923125388,0.5649189836998575
SAC,9,4,SAC,WE,0,-0.7647058823529411,1.1787864752200092,1.2081766917293233,0.7647058823529411,0.29411764705882354,34,0.45,-108,-129,-69,0,0.4869616173454439,0.5294117647058824,0.9760687127828259,0.505353370081492,-2.2545629258963293,0.009691952803707715,0.464712485084339
SAC,10,6,SAC,WE,1,-2.3529411764705883,1.1896080218778486,1.2111661413777577,0.4117647058823529,0.29411764705882354,126,0.3,-87,-49,-59,0,0.5001502855425308,0.35294117647058826,1.001617324157444,0.5175778151473808,-1.65663749734454,0.008505986985236746,0.39652717743994986
SAS,4,6,SAS,WE,0,-6.235294117647059,1.071083172147002,1.1153492647058822,0.5294117647058824,0.17647058823529413,-27,0.4166666666666667,-102,27,59,0,0.4562359730682911,0.35294117647058826,0.9031061305861293,0.463032644324035,-3.1831840899051502,-0.012629065496156167,0.21901375383937322
SAS,5,7,SAS,WE,0,-5.088235294117647,1.129381443298969,1.1802296555167249,0.35294117647058826,0.17647058823529413,-31,0.2727272727272727,-82,-23,4,0,0.48987566607460037,0.2647058823529412,0.9402516630138039,0.4942878284724227,-3.479080144222719,0.0017194298914056105,0.2578604384456411
SAS,6,7,SAS,WE,0,-7.647058823529412,1.1680305510092743,1.1661000485672657,0.29411764705882354,0.11764705882352941,-109,0.13636363636363635,-130,-58,-35,0,0.4876062322946176,0.20588235294117646,0.9296873263078325,0.5049814140423042,0.13094856978589853,-0.023801919702703622,0.16878578159550542
SAS,7,6,SAS,WE,0,-2.3529411764705883,1.1188470066518847,1.1507515473032714,0.35294117647058826,0.4117647058823529,-69,0.5,-20,-46,-31,0,0.4616709732988803,0.38235294117647056,0.9789341746502378,0.49457399595402013,-2.4035514661719786,-0.01665893319843348,0.39312052875530573
SAS,8,2,SAS,WE,0,0.9705882352941176,1.1567095588235294,1.1612903225806452,0.5294117647058824,0.6470588235294118,-50,0.5909090909090909,51,-7,34,1,0.4802651401024405,0.5882352941176471,0.9838623127495423,0.5179268112005531,-0.34459846244000847,0.0008720589120990718,0.5457660299389445
SAS,9,1,SAS,WE,1,3.764705882352941,1.2240384615384616,1.0647291941875825,0.8823529411764706,0.5294117647058824,-113,0.5,101,41,-64,0,0.49652882583760943,0.7058823529411765,0.9953922643086269,0.5336720662709192,12.040002170750235,0.010808428848467444,0.6720597942502738
SAS,10,4,SAS,WE,0,-1.3529411764705883,1.1940639269406392,1.1676173760421238,0.5882352941176471,0.29411764705882354,-139,0.5,69,-4,-47,0,0.47229254571026724,0.4411764705882353,1.0113306156191832,0.5303312998896749,2.0099030210671662,-0.02311703630686146,0.4396553017453758
SEA,1,8,SEA,WE,0,-10.90625,1.047126436781609,1.261475886112725,0.25,0.125,-216,0.19047619047619047,-116,-30,30,0,0.4333958724202627,0.1875,0.8413347873371634,0.4585170421372632,-14.486593183594143,-0.06276219509998227,0.08033748032354798
SEA,2,8,SEA,WE,0,-3.96875,1.0549148819330039,1.1702857142857144,0.3125,0.3125,-161,0.2857142857142857,-80,0,17,0,0.4339556181754139,0.3125,0.9043683864825126,0.4600889042172022,-7.669160709814077,-0.03300929340257919,0.2910091474427122
SEA,3,4,SEA,WE,0,2.65625,1.1232032854209446,1.1567656765676568,0.625,0.4375,26,0.47619047619047616,26,26,60,0,0.4651317984651318,0.53125,0.9901154977873544,0.5002469226126242,-2.316912548030985,0.00968846485031194,0.6344036947664777
SEA,4,5,SEA,WE,1,3.3529411764705883,1.1677261613691932,1.1152525747915645,0.7647058823529411,0.29411764705882354,33,0.4583333333333333,92,34,74,0,0.4813624678663239,0.5294117647058824,1.028964045204097,0.5203793452111154,3.5732808611142146,0.011922640057064116,0.6638321585320864
SEA,5,2,SEA,WE,1,5.088235294117647,1.2034567901234567,1.1382604323780794,0.7647058823529411,0.4117647058823529,77,0.5909090909090909,45,-6,-13,0,0.4980891719745223,0.5882352941176471,1.0271508378381295,0.5246637157472314,4.5513991530673605,0.029536784570717622,0.7358010758691457
SEA,6,2,SEA,WE,0,2.676470588235294,1.2090997095837366,1.1128062875635691,0.8235294117647058,0.35294117647058826,79,0.5909090909090909,-48,4,-34,0,0.5001570845114671,0.5882352941176471,1.0157563407918637,0.5272889999662265,6.950744683090381,0.014235062883757199,0.6262563617963275
SEA,7,4,SEA,WE,2,2.0294117647058822,1.2448210922787193,1.160955816050496,0.5294117647058824,0.5294117647058824,117,0.5,-6,12,-1,0,0.5083056478405316,0.5294117647058824,1.0275667716308245,0.5424079301516445,6.360768782081753,0.01684420413499299,0.5909339278428121
SEA,8,4,SEA,WE,2,2.5588235294117645,1.23710407239819,1.1404566996984058,0.7058823529411765,0.29411764705882354,70,0.5,-58,39,-22,0,0.49663299663299665,0.5,1.0494975923742138,0.5414719163431831,7.442220643039221,0.006271172704419348,0.6105995078392569
SEA,9,2,SEA,WE,0,2.5588235294117645,1.1803977272727273,1.111829944547135,0.9411764705882353,0.35294117647058826,70,0.65,32,25,10,0,0.4840570907986638,0.6470588235294118,0.9918096336582236,0.5124736876726746,5.096138308440503,0.014798920227710788,0.6210717428174592
SEA,10,2,SEA,WE,1,2.0,1.2022684310018903,1.151627906976744,0.7647058823529411,0.4117647058823529,26,0.65,19,19,38,0,0.4941069809610154,0.5882352941176471,0.9939686731080838,0.5240865566853997,3.813638966369192,0.014128867854999116,0.5931174021642368
UTA,1,5,SAS,WE,0,0.1875,1.2726793248945147,1.2255600814663952,0.75,0.375,169,0.6190476190476191,19,45,-4,0,0.5274762550881954,0.5625,1.0303089304257531,0.5377518274202175,3.424277929954362,0.02371406514788732,0.5086568156705035
UTA,2,3,SAS,WE,0,0.46875,1.1936181719848566,1.1093117408906883,0.5625,0.625,96,0.5238095238095238,46,8,-23,0,0.5043352601156069,0.59375,0.9807842718998864,0.5142124883504194,5.888466986203283,0.012465725839072128,0.5236979403695121
UTA,3,3,SAS,WE,0,2.3125,1.2653061224489797,1.1340106434446058,0.75,0.5,62,0.5714285714285714,-11,29,-59,0,0.5246502331778814,0.625,1.024982094605593,0.52971485655199,9.670069583246942,0.017106729750574035,0.6064344380633576
WAS,1,4,WAS,EA,0,-1.40625,1.2002206287920574,1.1845333333333334,0.4375,0.4375,35,0.6190476190476191,8,24,2,0,0.4930300807043287,0.4375,0.9970732966175754,0.5262852388599732,1.0705449665306057,0.0014787131405495924,0.42929532265418885
WAS,2,8,WAS,EA,0,-4.59375,1.0067885117493474,1.0668380462724936,0.5,0.125,-13,0.19047619047619047,-63,24,-6,0,0.41910468805075785,0.3125,0.8824890732473254,0.4511503397667496,-4.097696166511164,-0.029407785711606516,0.2646227533620015
WAS,3,3,WAS,EA,1,0.59375,1.117801047120419,1.1119285338938518,0.5625,0.5,49,0.5714285714285714,74,-7,13,1,0.46944542564464853,0.53125,0.9904861370910754,0.5034617416239058,0.3978956571739912,0.00860394928166397,0.5310458435462014
WAS,4,7,WAS,EA,0,-4.9411764705882355,1.063441350981287,1.2287260206591244,0.17647058823529413,0.35294117647058826,-30,0.2916666666666667,-23,-20,111,0,0.4477052763034655,0.2647058823529412,0.9731377234624925,0.48258549840933196,-11.58576309332928,-0.014113914666117333,0.275190749685524
WAS,5,4,WAS,EA,0,-1.7352941176470589,1.1135057471264367,1.184302036761053,0.6470588235294118,0.35294117647058826,-43,0.45,-67,17,25,0,0.4788918205804749,0.5,0.9821703760179087,0.4886835600544803,-4.934098265130607,-0.003406112094650471,0.41372667182040906
WAS,6,5,WAS,EA,1,-1.2352941176470589,1.1498983739837398,1.2313034188034189,0.5882352941176471,0.35294117647058826,-81,0.45,-28,-32,59,0,0.46825396825396826,0.47058823529411764,0.991608616154308,0.5123990145998624,-5.483474465658687,-0.017047991150779707,0.4363975962303515
WAS,7,4,WAS,EA,0,2.6470588235294117,1.2492041837198726,1.264034253092293,0.7647058823529411,0.29411764705882354,59,0.6,-7,24,97,0,0.5037834691501746,0.5294117647058824,1.0502306148914826,0.5464274347549332,-1.1416794563376451,0.007636326211143074,0.6138124535316032
WAS,8,5,WAS,EA,0,-1.588235294117647,1.1912442396313363,1.190884476534296,0.47058823529411764,0.47058823529411764,-90,0.4,-77,30,1,0,0.4828951088493073,0.47058823529411764,0.9702894007312493,0.5090266072244365,0.02813567509219785,-0.004563811688799269,0.42859569520711094
WAS,9,6,WAS,EA,0,-6.852941176470588,1.1112153918348193,1.2409351145038168,0.35294117647058826,0.23529411764705882,39,0.3,-59,-53,49,0,0.4563076923076923,0.29411764705882354,0.9149492821357389,0.4890621902055383,-9.798313628884197,-0.028403366700637034,0.2132480037588033
WAS,10,4,WAS,EA,1,-1.088235294117647,1.1723356009070294,1.2005494505494505,0.6470588235294118,0.29411764705882354,80,0.45454545454545453,-71,-38,-53,0,0.4777327935222672,0.47058823529411764,0.9658623517989775,0.5031375541091837,-2.2138564718195015,-0.005792313434942353,0.45073852119037355
